id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
31982553,Spacious Two Bedroom in Little Italy,29286398,Christine,,Little Italy,32.72452,-117.16905,Entire home/apt,158,30,1,2021-04-07,0.12,62,296,1,
31985832,"Mission Beach Surf 2b/2b - Office, Rooftop Deck!",3683771,Carl,,Mission Bay,32.78794,-117.25376,Entire home/apt,315,3,100,2021-12-17,2.87,2,322,37,
32018626,Wonderful Private Space Close to Almost everything,9784609,Leon,,Grant Hill,32.70783,-117.13821,Entire home/apt,99,1,43,2020-11-15,1.24,7,99,0,
32018782,"Luxury La Jolla home w/Ocean View, Private resort style grounds and Hot Tub!",38690778,Bluewater Vacation Homes,,La Jolla,32.81539,-117.26236,Entire home/apt,1008,1,25,2021-02-21,0.82,63,142,2,
32019861,Parapet by the Park.  Serene and cozy retreat.,3130437,Catherine,,North Hills,32.74246,-117.13209,Private room,60,2,82,2021-12-11,2.42,1,47,23,
32019934,Fantastic Downtown San Diego 2 Bedroom Apartment,161472256,STRIV Rentals,,Core,32.71816,-117.15567,Entire home/apt,184,1,48,2021-12-07,6.79,13,77,48,
32027095,The Minimalist Persia  (FEMALE ONLY),48445727,Eman,,Carmel Valley,32.91222,-117.21905,Private room,48,1,35,2021-12-05,1.00,3,14,7,
32049824,Downtown  2 story Jewel!,236394526,Jen,,Core,32.71852,-117.15873,Private room,179,2,0,,,1,0,0,
32050140,Panoramic Ocean Views for up to 24 Guests in Two Penthouse Condos,50526077,Dana & Becky,,Mission Bay,32.7611,-117.25057,Entire home/apt,1260,3,7,2021-10-11,0.27,22,286,4,
32051277,Charming 3 bedroom cottage - the perfect location.,38964210,Aztechan,,Del Mar Heights,32.93434,-117.24828,Entire home/apt,529,7,4,2021-01-03,0.22,1,3,1,
32064414,719 Yarmouth,60373371,Denise,,Mission Bay,32.78773,-117.25384,Entire home/apt,350,1,21,2021-10-03,0.62,13,206,5,
32068377,Luxury 1 bedroom with balcony and ballpark view,215257531,Katie,,East Village,32.70684,-117.15634,Entire home/apt,199,30,0,,,1,180,0,
32082421,High end penthouse in Marina district!,240607382,Mark,,Marina,32.71016,-117.16576,Entire home/apt,150,120,0,,,1,295,0,
32083915,"The Happy, Sparkling Clean Guesthouse near SDSU!",25969392,Jessica,,San Carlos,32.78359,-117.05815,Entire home/apt,189,3,32,2021-11-27,1.10,2,56,13,
32087614,Be My Guests & Live It Up in the Heart of Downtown,122980628,Quy,,Marina,32.70892,-117.16266,Entire home/apt,127,30,0,,,2,0,0,
32089569,Steps From The Beach w Rooftop Deck & Ocean Views!,22012010,Edgar,,Mission Bay,32.77664,-117.25349,Entire home/apt,323,3,49,2021-11-30,1.44,39,208,14,
32094759,"Near SDSU, Clean Cozy cute studio central location",215746618,Shawn,,College Area,32.77153,-117.0615,Entire home/apt,78,10,39,2021-11-04,1.13,18,88,2,
32104394,North Park Hale,240834565,Harold,,North Hills,32.74416,-117.13506,Entire home/apt,109,1,85,2021-12-15,2.70,1,298,29,
32104833,Beach Bliss Vacation! Book your 2021 vacation!,240839748,Darren & Shana,,Mission Bay,32.77339,-117.25197,Entire home/apt,489,2,29,2021-08-10,0.86,1,143,10,
32148390,5 MIN FROM DOWNTOWN & NAVAL BASE w/ Free Parking,240181569,Greg,,Southcrest,32.68341,-117.1097,Entire home/apt,87,2,120,2021-10-28,3.62,1,2,35,
32166846,* Tropical Getaway Beach Vacation Rental + Bikes!,25519858,Janet & Scott,,Mission Bay,32.7808,-117.25323,Entire home/apt,170,2,130,2021-12-06,3.84,21,356,46,
32170620,Rustic Retreat - Private Room,241305301,Paul,,Rolando,32.76149,-117.05906,Private room,68,1,74,2021-11-28,2.14,2,53,15,
32171713,Modern 3BDR 4 blocks from beach for families & WFH,240059340,Matteo,,Pacific Beach,32.80516,-117.25358,Entire home/apt,420,5,61,2021-08-11,1.80,1,3,11,
32182828,Self Checkin APT C checkout No contact  Gaslamp,38196811,Jo,,Gaslamp Quarter,32.71425,-117.16009,Entire home/apt,89,3,103,2021-12-05,3.00,6,350,30,
32186881,Spacious master bedroom for rent weekly,238955122,Wei,,Mira Mesa,32.90733,-117.15838,Private room,54,10,5,2021-12-12,0.23,5,324,4,
32188123,Nice bedroom with private bathroom for rent weekly,238955122,Wei,,Mira Mesa,32.90961,-117.15923,Private room,48,5,32,2021-10-16,0.93,5,352,15,
32191654,Windansea Beach Studio of Aloha,2360936,Ozstar & Robin,,La Jolla,32.83094,-117.27879,Entire home/apt,153,2,93,2021-11-08,2.72,1,222,25,
32216519,Hamilton I by AvantStay | Beach House! | Rooftop Deck |Newly Renovated Bungalow,130904349,AvantStay,,La Jolla,32.83616,-117.27698,Entire home/apt,1303,1,62,2021-11-10,1.80,35,265,21,
32216521,Hamilton II by AvantStay | Beach House | Rooftop Deck | Newly Renovated Bungalow,130904349,AvantStay,,La Jolla,32.83575,-117.27668,Entire home/apt,655,1,39,2021-11-29,1.13,35,266,10,
32241831,Steps From The Beach  Ocean Views Sleeps Up To 19,22012010,Edgar,,Mission Bay,32.77879,-117.2521,Entire home/apt,1735,3,4,2021-10-17,0.14,39,267,2,
32267629,Unique vintage artist's loft,11786699,Jessica,,Core,32.71756,-117.15752,Entire home/apt,110,5,5,2021-12-14,0.14,1,0,3,
32271736,* Mermaid Cove + Bikes & Garage Parking!,25519858,Janet & Scott,,Mission Bay,32.78136,-117.25309,Entire home/apt,168,2,139,2021-12-11,4.13,21,354,45,
32280829,Private Room A - Linda Vista Home with Two Pups,59589370,Zack,,Linda Vista,32.77893,-117.17601,Private room,62,1,1,2021-11-29,1,3,251,1,
32305804,Private Room in Carmel Valley,242509487,Greg,,Carmel Valley,32.95206,-117.22776,Private room,65,7,42,2020-01-16,1.21,1,139,0,
32307524,Heavenly home for all.,229250762,Emily And Phillipe,,University City,32.84812,-117.20349,Private room,130,7,1,2020-11-20,0.08,3,274,0,
32330801,Welcome to Henri’s Holistic Heaven,242729692,Henri,,Northwest,32.62808,-117.06506,Private room,165,1,0,,,1,180,0,
32335194,NEWLY REMODELED 5-star getaway in Mission Beach,5002314,Jeff,,Mission Bay,32.76364,-117.25283,Entire home/apt,238,2,80,2021-12-06,2.31,16,132,32,
32337373,Brand New ★ Walk to Beach ★ A/C ★ 3 Levels,3017970,Surf Style,,La Jolla,32.85272,-117.25414,Entire home/apt,419,3,15,2021-09-27,0.46,111,277,4,
32337575,⭐️Condo with 2 Beds and Ocean View ⭐️Little Italy,191135924,Adam,,Little Italy,32.72269,-117.16762,Entire home/apt,93,3,178,2021-12-17,5.18,5,69,76,
32337883,Master Bedroom Private Bath in Single Family House,94734587,Richard,,Mira Mesa,32.90663,-117.12801,Private room,52,1,30,2021-10-23,0.94,2,149,12,
32359299,Stunning studio in the heart of La Jolla,23579370,Alana & Brent,,La Jolla,32.84417,-117.26828,Entire home/apt,148,1,209,2021-12-08,6.28,2,274,102,
32361480,* Endless Summer Villa  Steps to the Beach + Bikes,25519858,Janet & Scott,,Mission Bay,32.78029,-117.25217,Entire home/apt,162,2,129,2021-12-13,3.78,21,353,52,
32382235,Mission Beach Cottage 100 steps from the sand,11743754,Aaron,,Mission Bay,32.78843,-117.25402,Entire home/apt,119,3,64,2021-12-06,1.88,2,333,24,
32392729,Suite Amy 4,73851541,Amy,,Rancho Bernadino,33.00145,-117.08686,Private room,35,30,4,2020-01-03,0.14,3,19,0,
32398683,The Nest,109373557,Deniece,,Park West,32.72841,-117.16597,Entire home/apt,372,3,56,2021-10-31,1.91,1,113,23,
32403397,Move to 809 Devon,81760357,Jeremy & Nadia,,Mission Bay,32.77665,-117.25319,Entire home/apt,2742,999,4,2020-01-13,0.12,5,273,0,
32404527,Spectacular Chula Vista House with Backyard Oasis!,126644161,Evolve,,Northwest,32.65328,-117.07508,Entire home/apt,613,4,48,2021-12-06,1.42,48,137,13,
32405452,Private Room in Downtown at Victorian House,3324885,Bobby,,Cortez Hill,32.72154,-117.16529,Private room,66,1,21,2021-12-08,1.15,7,69,11,
32408419,Soledad by AvantStay | Beachside Haven in La Jolla - Ocean Views!,130904349,AvantStay,,La Jolla,32.84414,-117.27941,Entire home/apt,418,1,81,2021-12-02,2.52,35,241,33,
32410833,Beautiful Studio on the water in Shelter Island!,243400275,Taila,,Wooded Area,32.71933,-117.23219,Entire home/apt,196,14,2,2021-02-08,0.06,1,361,1,
32421457,#4053 Stylish North Park Suite BY Balboa Park Zoo!,57066133,Francesca,,Midtown,32.7484,-117.15172,Entire home/apt,148,1,23,2021-08-21,0.79,16,283,5,
32430481,"Crown Point Cottage Studio w/ AC, Bikes. Close2Bay",88977183,Ryan,,Mission Bay,32.78701,-117.23702,Entire home/apt,125,2,176,2021-12-13,5.22,1,32,67,
32446441,NEWLY REMODELED upscale escape in Mission Beach,5002314,Jeff,,Mission Bay,32.76422,-117.25261,Entire home/apt,179,2,98,2021-12-12,2.88,16,150,26,
32447017,"Clean Cozy Casita - Walk to Beach, Shops & Dining!",243748432,Marialy And John,,Ocean Beach,32.73789,-117.25181,Entire home/apt,207,3,86,2021-12-19,2.74,1,181,36,
32450431,The Penthouse *Talmadge & Kensington* Mid-City SD,45328089,Kevin,,Talmadge,32.75929,-117.09979,Entire home/apt,83,1,166,2021-12-19,4.86,7,79,65,
32454360,Family Vacation Loft I Pool I Jacuzzi I Parking,22830845,Cc,,University City,32.87403,-117.20535,Entire home/apt,496,2,64,2021-10-23,1.88,10,163,13,
32459792,Designer 2BR in the Heart of Pacific Beach (w A/C),175594334,Jocelyn & Carlton,,Pacific Beach,32.7963,-117.24934,Entire home/apt,235,3,18,2021-11-29,0.75,5,0,8,
32463508,"Cozy home near Downtown, Zoo, Balboa Park, Airport",243441276,Elizabeth,,Mount Hope,32.70739,-117.119,Entire home/apt,210,2,167,2021-12-06,4.93,1,144,60,
32468033,High end design & designer selection one bedroom.,220642836,P&D,,University City,32.86774,-117.22704,Entire home/apt,122,5,33,2021-12-08,0.97,2,5,4,
32472301,3 Exclusive Patios * A/C * 3 Parking * Dogs OK,3017970,Surf Style,,Mission Bay,32.78276,-117.25188,Entire home/apt,478,3,13,2021-11-21,0.39,111,291,5,
32473526,4 Outdoor Areas * A/C * 5 Parking * Pets ok,3017970,Surf Style,,Mission Bay,32.78276,-117.25188,Entire home/apt,854,3,5,2021-11-14,0.16,111,192,3,
32475115,La Residencia Retreat,22757339,Sandra,,Mission Bay,32.57419,-117.01722,Entire home/apt,449,2,19,2021-11-28,0.56,1,80,2,
32475629,Brand New Cozy Detached Casita w/AC & heat,2957263,Trey,,Pacific Beach,32.8058,-117.23042,Entire home/apt,157,2,80,2021-12-13,2.34,1,97,39,
32490523,"cute cozy comfy clean studio B near SDSU, centeral",215746618,Shawn,,College Area,32.77151,-117.06283,Entire home/apt,81,10,42,2021-10-01,1.23,18,90,6,
32497274,"Classic 3/1 beach house, half block to beach",8428370,Jim & Sha-Marie,,Ocean Beach,32.74905,-117.2511,Entire home/apt,173,3,88,2021-12-19,2.55,2,230,35,
32500147,"Private Cozy Clean, close to EVERYTHING",1532870,David,,Normal Heights,32.75924,-117.11872,Entire home/apt,152,2,140,2021-12-05,4.37,1,339,68,
32504429,"Heated Private Pool & Lg Jacuzzi, Cardinal House",2238362,John,,Bird Land,32.78265,-117.15643,Entire home/apt,275,6,17,2021-11-27,0.53,2,135,8,
32519818,"Pacific Beach Room Blocks 2 Mission Bay, Open Home",2503251,Laura & Viva Beach Life,,Mission Bay,32.79372,-117.23447,Private room,60,1,0,,,9,348,0,
32520353,"Pacific Beach Rm, Blocks Mission Bay, Restaurants",2503251,Laura & Viva Beach Life,,Mission Bay,32.79372,-117.23447,Private room,60,1,0,,,9,351,0,
32520898,"PacificBeach Rm, Blocks MissionBay, Enc Side Patio",2503251,Laura & Viva Beach Life,,Mission Bay,32.79372,-117.23447,Private room,53,1,3,2021-10-29,0.10,9,351,1,
32520951,Fun in The Sun - your Ocean Beach destination!,113421970,La Jolla,,Loma Portal,32.75007,-117.24185,Entire home/apt,271,1,36,2021-11-15,1.09,62,340,3,
32522780,☼PRIVATE DOWNTOWN STUDIO ♥ ENJOY ☼,220228547,Jon,,Cortez Hill,32.72218,-117.15652,Private room,83,1,101,2021-12-11,2.94,3,87,31,
32547755,Private Room in a quiet La Jolla Townhouse,73852036,Jeanine,,La Jolla Village,32.856,-117.23418,Private room,55,30,3,2021-09-04,0.41,4,9,3,
32555566,Stunning Contemporary in Pacific Beach,101975564,Tatiana,,Pacific Beach,32.81029,-117.22501,Entire home/apt,391,3,85,2021-12-06,2.52,1,248,29,
32560591,Coronado-View Rooftop Deck! Posh Point Loma Condo,111987545,TurnKey Vacation Rentals,,Roseville,32.7278,-117.22994,Entire home/apt,154,30,3,2021-12-10,0.14,40,284,2,
32575975,Belmont by AvantStay | 3BR Home on Mission Beach! Ocean Views!,130904349,AvantStay,,Mission Bay,32.76512,-117.25103,Entire home/apt,752,1,41,2021-12-05,1.27,35,322,10,
32581033,"Updated, Contemporary Home w/ Bay Views Near Gaslamp",111987545,TurnKey Vacation Rentals,,Southcrest,32.68846,-117.10904,Entire home/apt,100,2,38,2021-10-04,1.14,40,20,16,
32592520,HIGH-RISE/Heart of Downtown/Petco 1 BD w/Free pkg,35661214,John,,Core,32.71727,-117.15556,Entire home/apt,186,1,167,2021-12-05,4.93,18,359,63,
32593987,South Park Craftsman Guest Suite,244986646,Alex,,Balboa Park,32.72716,-117.13227,Entire home/apt,105,2,47,2021-11-17,1.42,1,44,13,
32606319,"Artistic Private -1 bedroom apartment ""Via Bella""",15108843,Lori,,La Jolla,32.82581,-117.24806,Entire home/apt,145,14,7,2021-08-18,0.39,1,199,5,
32608162,🌞Sunny I Modern I Quiet I Prime Location 🚗💨,22830845,Cc,,North Hills,32.75436,-117.14369,Entire home/apt,228,1,163,2021-12-11,4.77,10,85,63,
32618638,Family Fun Heated PoolHouse,121958709,Anita,,Clairemont Mesa,32.8246,-117.17063,Entire home/apt,481,3,76,2021-12-12,2.55,4,325,25,
32629320,Room 5: Las America-Private Master/Private Bath,244979553,Linus,,San Ysidro,32.54531,-117.05165,Private room,59,2,14,2021-05-23,0.41,4,112,1,
32634529,Cozy Studio w tropical yard in South Park,177053751,Jennifer,,South Park,32.72033,-117.12594,Entire home/apt,79,2,79,2021-12-06,2.31,1,17,25,
32641860,The Hidden Jewel in Mission Beach Full Ocean View!,219452294,Debra,,Mission Bay,32.78905,-117.25366,Entire home/apt,295,3,48,2021-12-12,1.60,1,220,33,
32641886,Little Italy Dreaming - 1BR - Parking,146679080,Nancy,,Little Italy,32.72332,-117.16914,Entire home/apt,139,3,71,2021-12-02,2.08,8,102,15,
32661868,"Heavenly Shengri-la, for Get-aways & Stay-cations",42633044,Oni,,Balboa Park,32.72547,-117.13302,Entire home/apt,105,1,101,2021-12-12,3.38,1,32,50,
32665718,Rare Find! Hidden Post Modern Gem in Little Italy,1457673,Kit,,Little Italy,32.72143,-117.16759,Entire home/apt,125,31,6,2021-09-08,0.19,13,72,5,
32667375,Premium Gaslamp Condo with Pool!,29286398,Christine,,Gaslamp Quarter,32.70912,-117.16002,Entire home/apt,123,30,0,,,62,79,0,
32669475,"Shared house near it all. Hike, beach, you name it",113511372,John,,Rancho Bernadino,33.01213,-117.07077,Private room,125,4,18,2021-06-01,0.54,1,353,4,
32670088,Cute Mission Beach Cottage w/ PARKING,125444529,Cody,,Mission Bay,32.7871,-117.2524,Entire home/apt,207,2,158,2021-12-10,4.72,26,157,70,
32672279,Small/Med dog friendly SD  private bed w bath.,131128340,Kellie&Marty,,Mira Mesa,32.90188,-117.11976,Private room,125,7,0,,,6,319,0,
32674280,"""The Standard"" Remodeled & Downtown Close!",228287030,Thomas,,Balboa Park,32.71657,-117.13524,Entire home/apt,113,2,134,2021-12-06,4.27,3,19,55,
32692924,Charming Casita @ Balboa Park,583753,Scott,,North Hills,32.73376,-117.13261,Entire home/apt,129,3,20,2021-05-24,0.67,1,0,12,
32699015,*Studio Close to Everything*,177420687,Liliana,,Grant Hill,32.71117,-117.1439,Entire home/apt,108,3,84,2021-11-30,2.56,4,76,31,
32699441,2 blocks from freeway and 10min to anywhere!!!,212445473,Jennifer,,Northwest,32.62262,-117.09039,Entire home/apt,79,1,193,2021-11-07,5.68,1,104,64,
32700241,Ocean Beach Wonderland: Perfect Place for Families,245883425,Karrie And Thad,,Ocean Beach,32.7536,-117.25091,Entire home/apt,850,3,63,2021-11-26,1.89,1,164,19,
32704052,New Modern Apartment Close to ALL Metro Areas,151003064,Keith,,South Park,32.71796,-117.12298,Entire home/apt,102,2,125,2021-12-12,3.90,3,134,65,
32716804,Ocean View La Jolla Cove Beauty,40612989,Cyndee,,La Jolla,32.84971,-117.27396,Entire home/apt,167,90,0,,,2,1,0,
32720996,Large Yard & Hot Tub 1/2 Mile Walk From The Beach!,22012010,Edgar,,La Jolla,32.8346,-117.27409,Entire home/apt,251,3,66,2021-11-15,1.96,39,238,25,
32723376,"Modern, furnished, Gaslamp studio; 26 day minimum",3189406,Karin,,East Village,32.71027,-117.1558,Entire home/apt,100,31,10,2021-11-06,0.37,3,194,5,
32727447,Beautiful Private Room with 300mbps Wifi,245780050,Chris,,Oak Park,32.73927,-117.05526,Private room,59,30,64,2021-11-14,1.88,2,50,3,
32727990,Private Room/Bath - Convenient Location - Hot Tub,11827593,Katrina,,City Heights East,32.73637,-117.09589,Private room,80,2,18,2019-09-29,0.54,1,0,0,
32737354,Private Downtown Studio ♥ Enjoy!,220228547,Jon,,Cortez Hill,32.72227,-117.1571,Private room,81,1,107,2021-12-13,3.16,3,75,44,
32745232,Little Cottage in the heart of Little Italy,38241554,Jennyfer,,Little Italy,32.72667,-117.1694,Entire home/apt,150,1,266,2021-11-28,8.04,2,251,79,
32745905,"Ocean, Ocean, Ocean!  Sunset Cliffs Spectacular!",100835160,Corrine,,Ocean Beach,32.73981,-117.2548,Entire home/apt,315,2,112,2021-12-15,3.37,1,206,50,
32763686,Home Theater/ Gaming Condo,246277705,Luis,,Bay Terrace,32.67476,-117.03922,Entire home/apt,300,2,0,,,1,173,0,
32766320,Luxury stay with convenient location in Hillcrest,5187693,Aaron & Jaime,,West University Heights,32.75279,-117.15283,Entire home/apt,140,3,102,2021-12-01,3.09,1,165,40,
32768239,Super studio apartment w/ amenities,1028043,Jesse,,Mission Bay,32.7889,-117.23849,Entire home/apt,150,1,27,2021-07-09,0.79,38,294,7,
32769908,#3  2Bedroom Apt by The San Diego Convention Ctr.,246447410,Mayra “Casa Mayra”,,Marina,32.71124,-117.16201,Entire home/apt,180,1,44,2021-12-19,1.65,5,252,31,
32789342,Architecturally Unique Studio w/Patio and Parking,8875994,Janella,,Balboa Park,32.71397,-117.1451,Entire home/apt,147,7,22,2021-11-14,0.65,19,307,6,
32795561,Great location at Pacific Beach,18945246,Krystal,,Pacific Beach,32.80223,-117.24149,Private room,100,2,38,2021-08-30,1.13,2,179,2,
32795816,"Clean comfy specious San Diego Home,  pool yard",215746618,Shawn,,College Area,32.77448,-117.06077,Entire home/apt,238,7,37,2021-03-23,1.10,18,78,1,
32807172,Room 2: Private Room with Private Bath,244979553,Linus,,San Ysidro,32.54549,-117.05139,Private room,59,2,46,2021-12-13,1.37,4,118,6,
32807819,Room 4: Private room/Shared Bath,244979553,Linus,,San Ysidro,32.54359,-117.05303,Private room,49,2,48,2021-12-19,1.43,4,166,12,
32807849,Room 1: Private Room/Shared Bath,244979553,Linus,,San Ysidro,32.54537,-117.05305,Private room,55,2,4,2019-05-15,0.12,4,179,0,
32808263,"Coastal beauty, walk to pier.",157425421,Manuela,,Loma Portal,32.74027,-117.24316,Entire home/apt,180,2,151,2021-12-13,4.52,4,134,65,
32808317,Ocean Front Beach Home With Sparkling Pool,5619197,La Jolla Dream Homes,,Pacific Beach,32.8054,-117.26107,Entire home/apt,2107,3,22,2021-11-28,0.66,6,238,9,
32819749,"Spectacular 5 Bdr Villa, with Ocean/Mtn/City Views",190042095,Patrick,,La Jolla,32.81276,-117.2597,Entire home/apt,850,3,3,2021-08-23,0.10,1,0,1,
32839185,Luxury house with panoramic view in La Jolla,15818063,Alan,,La Jolla,32.82046,-117.24707,Entire home/apt,1071,2,35,2021-12-19,1.12,1,161,3,
32840436,Bright Room in Little Italy - Long Term Rental,247054067,Laura,,Little Italy,32.7236,-117.16805,Private room,65,7,39,2021-08-31,1.22,3,78,1,
32840881,☀BEACHES WIDE OPEN! 90% OFF HUGE MODERN 3BR 3BA! ☀,151301119,Elena,,Mission Bay,32.77216,-117.25169,Entire home/apt,656,3,95,2021-12-16,2.91,3,313,44,
32841626,"1BR Apartment in beautiful Eastlake, Chula Vista.",1608966,Marianna,,East Lake,32.65366,-116.97385,Entire home/apt,78,3,64,2021-11-19,1.90,1,177,22,
32844749,"Dogs ok, cozy home in San Diego, TDY WELCOME",24954928,David,,City Heights East,32.74341,-117.09734,Entire home/apt,110,31,5,2019-12-10,0.15,2,41,0,
32846611,Gaslamp Marvel- Skyline Adventure East Village!,78836518,Govanni,,Cortez Hill,32.7193,-117.16012,Entire home/apt,244,2,31,2020-07-13,0.91,5,326,0,
32849056,Heart of SaN Diego .,122246051,Arturo,,Park West,32.72894,-117.16449,Private room,75,1,152,2021-10-10,4.51,2,72,24,
32864003,Room D at The Dutra Inn - Little Italy,81135905,Carolina,,Little Italy,32.72105,-117.16894,Entire home/apt,199,1,236,2021-12-14,7.22,5,141,92,
32865951,1 minute to the beach!- Salt Life... Ocean Living in Mission Beach,162283241,Kimberly,,Mission Bay,32.76054,-117.25056,Entire home/apt,590,1,57,2021-11-15,1.74,7,346,22,
32867479,Bed in 6 Bed Mixed Room at ITH Colive Balboa Park,247076354,Aubrey,,Midtown,32.74616,-117.15924,Shared room,37,1,9,2021-12-03,3.65,3,365,9,
32867929,Exclusive Ground Level Patio * AC * 50' OceanFront,3017970,Surf Style,,Mission Bay,32.77232,-117.25275,Entire home/apt,472,3,16,2021-10-07,0.62,111,285,9,
32868178,Bed in 4 Bed Mixed Room at ITH Colive Balboa Park,247076354,Aubrey,,Midtown,32.74536,-117.15866,Shared room,39,1,4,2021-05-09,0.14,3,365,1,
32870757,Pacific Beach Cottage,247296761,Lee,,Pacific Beach,32.80213,-117.24376,Entire home/apt,95,30,4,2020-09-24,0.12,1,173,0,
32874435,SeaWorld 9 Bed/4Bath 16+,79904708,Mark,,Loma Portal,32.7564,-117.2252,Entire home/apt,542,1,24,2021-11-28,0.71,8,247,13,
32875775,Surfers lounge,23123944,Vince,,Mission Bay,32.77817,-117.25294,Entire home/apt,256,2,138,2021-12-05,4.09,1,161,65,
32894625,{ Bright modern home above San Diego Bay },247475029,Nicole,,Bay Park,32.78322,-117.19043,Entire home/apt,190,3,21,2021-09-06,0.62,1,53,6,
32896487,Oceanview Beach House with adjoining studio,34225543,Daphinne,,Mission Bay,32.76758,-117.25097,Entire home/apt,527,4,5,2021-08-07,0.74,5,1,5,
32896752,Newly renovated home in the heart of North Park,43349223,Evan,,North Hills,32.74602,-117.12546,Entire home/apt,224,2,153,2021-12-15,4.51,52,176,48,
32896918,The Blue Heron Beach House ~Retreat at the Beach,34225543,Daphinne,,Pacific Beach,32.79808,-117.2382,Entire home/apt,450,4,9,2021-08-29,0.29,5,48,4,
32897825,Newly Remodeled Rancho Bernardo Townhome,247502475,Julie,,Rancho Bernadino,33.02909,-117.08076,Entire home/apt,306,30,9,2021-07-31,0.28,1,137,3,
32905383,Master bedroom with ensuite bathroom! Monthly Rent,247054067,Laura,,Little Italy,32.72515,-117.16767,Private room,60,20,3,2021-10-26,0.10,3,4,1,
32908852,Cozy bedroom with private bath in Mission Valley,67683103,Samira,,Bird Land,32.78298,-117.15448,Private room,100,1,2,2021-11-13,0.38,1,301,2,
32912432,Architectural Urban Loft in Little Italy w Parking,226580933,Alli,,Little Italy,32.72164,-117.16904,Entire home/apt,161,2,199,2021-12-05,5.89,2,275,78,
32922443,Mission Beach Family & Friends Getaway,247705004,Carissa,,Mission Bay,32.77212,-117.25154,Entire home/apt,550,3,33,2021-11-28,1.07,1,242,12,
32925931,Clean Comfy Central spacious home away from home,215746618,Shawn,,College Area,32.77281,-117.06101,Entire home/apt,123,10,35,2021-10-10,1.05,18,352,3,
32933842,Large room with Queen bed for rent weekly,238955122,Wei,,Mira Mesa,32.90963,-117.16045,Private room,44,7,0,,,5,264,0,
32933867,Model townhouse in high end community weekly,238955122,Wei,,Carmel Valley,32.96233,-117.18643,Entire home/apt,140,30,7,2021-07-12,0.34,5,231,4,
32934483,Spacious bedroom for rent monthly with queen bed,238955122,Wei,,Mira Mesa,32.90774,-117.15857,Private room,44,7,0,,,5,250,0,
32937499,California Cottage in North Park,19198612,Traci,,North Hills,32.74237,-117.13927,Entire home/apt,125,2,52,2021-12-12,1.76,1,225,28,
32938162,"Cozy Guest Suite w/kitch, laundry in North Park",7836142,Nikki,,North Hills,32.75102,-117.12894,Entire home/apt,128,2,98,2021-12-13,2.92,2,59,45,
32939039,Comic-Con week - 1 BR suite in the Gaslamp Quarter,88399042,Jim,,Gaslamp Quarter,32.71567,-117.15936,Entire home/apt,350,2,1,2019-07-21,0.03,1,294,0,
32939357,Family Fun Year Round in San Diego,5944275,Michael & Rebekah,,Paradise Hills,32.67622,-117.05288,Entire home/apt,225,2,75,2021-11-30,2.43,1,141,22,
32940246,"Stylish, beautiful room in the city",184701287,Maria,,Paradise Hills,32.67774,-117.07084,Private room,60,3,39,2021-07-25,1.17,1,169,11,
32966891,"Central, Comfortable, Cozy",228801432,Rosalia (Rosey),,Serra Mesa,32.78916,-117.13957,Private room,55,3,18,2021-11-30,0.56,2,0,1,
32982061,Little Italy/ Bankers Hill  2bed 2bath Smart Home,43106060,Kristin,,Park West,32.73044,-117.16813,Entire home/apt,232,2,2,2019-08-11,0.07,1,4,0,
32983416,Sonder | The Bungalows | Studio Apartment,224859198,Sonder (San Diego),,Little Italy,32.72254,-117.1663,Entire home/apt,110,2,186,2021-11-26,5.51,23,193,107,
32985595,Zen Villa Location Tub Grill AC King Bed Kitchen,9832430,Rick,,Park West,32.72853,-117.16506,Entire home/apt,400,1,130,2021-10-22,3.89,15,361,26,
32998014,The Alfred Estate,18414216,Curiel Collection,,Midtown,32.74312,-117.1613,Entire home/apt,1499,2,5,2021-11-29,0.18,9,86,2,
33011308,"Beach Bungalow #1+AC,Private Outdoor yard",248447937,Rose,,La Jolla,32.85278,-117.25301,Entire home/apt,165,3,24,2021-10-01,0.74,5,218,5,
33012495,Dream Villa in Little Italy! HotTub Games AC Grill,9832430,Rick,,Park West,32.73068,-117.16443,Entire home/apt,340,1,134,2021-09-20,3.98,15,356,19,
33036198,Luxury La Jolla Getaway w/ Pool & Coastline Views!,126644161,Evolve,,La Jolla,32.84168,-117.25033,Entire home/apt,2283,3,19,2021-11-22,0.64,48,240,8,
33040591,Sophisticated Condo in Heart of Gaslamp!,29286398,Christine,,Gaslamp Quarter,32.7077,-117.16046,Entire home/apt,152,30,1,2019-08-10,0.03,62,267,0,
33044188,"Ocean Front Patio/BBQ/Dining, Light/Bright/Nice, 5-Seconds to Beach/Ocean/Bay!",201397463,Kimberly,,Mission Bay,32.77373,-117.25205,Entire home/apt,247,2,44,2021-11-28,1.41,12,321,21,
33045473,Supreme Bay Views in Total Urban Sophistication!,29286398,Christine,,Marina,32.71193,-117.16626,Entire home/apt,206,180,0,,,62,310,0,
33045608,3587 Ocean Front Walk Oceanfront Penthouse,2772383,San Diego,,Mission Bay,32.77929,-117.25257,Entire home/apt,1276,3,15,2021-10-14,0.45,24,249,5,
